title,features,description,price,average_rating,rating_number,itemId,all_reviews_text,metadata_text_count,has_review_text
Top Gun (1986),Action|Romance,,,,,456, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
On Golden Pond (1981),Drama,,,,,540, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Return of the Pink Panther, The (1974)",Comedy,,,,,303, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,,,,,150, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jean de Florette (1986),Drama,,,,,71, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Manon of the Spring (Manon des sources) (1986),Drama,,,,,638, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Private Benjamin (1980),Comedy,,,,,817, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Monty Python and the Holy Grail (1974),Comedy,,,,,367, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Wrong Trousers, The (1993)",Animation|Comedy,,,,,277, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Cinema Paradiso (1988),Comedy|Drama|Romance,,,,,856, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Delicatessen (1991),Comedy|Sci-Fi,,,,,199, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Empire Strikes Back, The (1980)",Action|Adventure|Drama|Romance|Sci-Fi|War,,,,,161, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,,,,,321, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Raiders of the Lost Ark (1981),Action|Adventure,,,,,101, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Brazil (1985),Sci-Fi,,,,,288, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Aliens (1986),Action|Sci-Fi|Thriller|War,,,,,311, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Good, The Bad and The Ugly, The (1966)",Action|Western,,,,,145, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
12 Angry Men (1957),Drama,,,,,185, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Clockwork Orange, A (1971)",Sci-Fi,,,,,492, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Apocalypse Now (1979),Drama|War,,,,,571, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,,,,,52, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
GoodFellas (1990),Crime|Drama,,,,,356, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Alien (1979),Action|Horror|Sci-Fi|Thriller,,,,,256, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,,,,,373, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Psycho (1960),Horror|Romance|Thriller,,,,,361, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Blues Brothers, The (1980)",Action|Comedy|Musical,,,,,307, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Godfather: Part II, The (1974)",Action|Crime|Drama,,,,,359, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Full Metal Jacket (1987),Action|Drama|War,,,,,317, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Grand Day Out, A (1992)",Animation|Comedy,,,,,236, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Henry V (1989),Drama|War,,,,,482, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Amadeus (1984),Drama|Mystery,,,,,254, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Raging Bull (1980),Drama,,,,,730, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Right Stuff, The (1983)",Drama,,,,,32, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Sting, The (1973)",Comedy|Crime,,,,,34, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Terminator, The (1984)",Action|Sci-Fi|Thriller,,,,,112, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Dead Poets Society (1989),Drama,,,,,53, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Graduate, The (1967)",Drama|Romance,,,,,273, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Nikita (La Femme Nikita) (1990),Thriller,,,,,235, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Bridge on the River Kwai, The (1957)",Drama|War,,,,,275, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Shining, The (1980)",Horror,,,,,113, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Evil Dead II (1987),Action|Adventure|Comedy|Horror,,,,,44, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Groundhog Day (1993),Comedy|Romance,,,,,179, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Unforgiven (1992),Western,,,,,506, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Back to the Future (1985),Comedy|Sci-Fi,,,,,247, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Patton (1970),Drama|War,,,,,725, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Akira (1988),Adventure|Animation|Sci-Fi|Thriller,,,,,292, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Cyrano de Bergerac (1990),Action|Drama|Romance,,,,,690, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Young Frankenstein (1974),Comedy|Horror,,,,,96, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
This Is Spinal Tap (1984),Comedy|Drama|Musical,,,,,93, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Indiana Jones and the Last Crusade (1989),Action|Adventure,,,,,347, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
M*A*S*H (1970),Comedy|War,,,,,342, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Unbearable Lightness of Being, The (1988)",Drama,,,,,262, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Room with a View, A (1986)",Drama|Romance,,,,,567, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Pink Floyd - The Wall (1982),Drama|Musical|War,,,,,195, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Field of Dreams (1989),Drama,,,,,244, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
When Harry Met Sally... (1989),Comedy|Romance,,,,,166, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Bram Stoker's Dracula (1992),Horror|Romance,,,,,338, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Cape Fear (1991),Thriller,,,,,211, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Nightmare on Elm Street, A (1984)",Horror,,,,,61, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Mirror Has Two Faces, The (1996)",Comedy|Romance,,,,,176, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Breaking the Waves (1996),Drama,,,,,595, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,,,,,12, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Sling Blade (1996),Drama|Thriller,,,,,623, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Ridicule (1996),Drama,,,,,1022, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
101 Dalmatians (1996),Children's|Comedy,,,,,443, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Die Hard 2 (1990),Action|Thriller,,,,,758, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,,,,,253, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,,,,,182, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,,,,,76, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,,,,,474, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Batman Returns (1992),Action|Adventure|Comedy|Crime,,,,,146, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Young Guns (1988),Action|Comedy|Western,,,,,65, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Under Siege (1992),Action,,,,,504, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jaws (1975),Action|Horror,,,,,29, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,,,,,181, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Citizen Ruth (1996),Comedy|Drama,,,,,1196, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jerry Maguire (1996),Drama|Romance,,,,,77, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Raising Arizona (1987),Comedy,,,,,329, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Sneakers (1992),Crime|Drama|Sci-Fi,,,,,557, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Beavis and Butt-head Do America (1996),Animation|Comedy,,,,,413, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Last of the Mohicans, The (1992)",Action|Romance|War,,,,,46, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Kolya (1996),Comedy,,,,,0, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jungle2Jungle (1997),Children's|Comedy,,,,,668, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Smilla's Sense of Snow (1997),Action|Drama|Thriller,,,,,770, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Devil's Own, The (1997)",Action|Drama|Thriller|War,,,,,117, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Chasing Amy (1997),Drama|Romance,,,,,30, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,,,,,1272, [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Grosse Pointe Blank (1997),Comedy|Crime,,,,,73, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Austin Powers: International Man of Mystery (1997),Comedy,,,,,382, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Fifth Element, The (1997)",Action|Sci-Fi,,,,,305, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Shall We Dance? (1996),Comedy,,,,,522, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,,,,,350, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Pillow Book, The (1995)",Drama|Romance,,,,,648, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Batman & Robin (1997),Action|Adventure|Crime,,,,,706, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
My Best Friend's Wedding (1997),Comedy|Romance,,,,,177, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,,,,,263, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,,,,,10, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Contact (1997),Drama|Sci-Fi,,,,,157, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
George of the Jungle (1997),Children's|Comedy,,,,,339, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,,,,,814, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Air Bud (1997),Children's|Comedy,,,,,1002, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
In the Company of Men (1997),Drama,,,,,863, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Steel (1997),Action,,,,,627, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mimic (1997),Sci-Fi|Thriller,,,,,116, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Hunt for Red October, The (1990)",Action|Thriller,,,,,6, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Kull the Conqueror (1997),Action|Adventure,,,,,930, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
unknown,unknown,,,,,804, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Chasing Amy (1997),Drama|Romance,,,,,139, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Full Monty, The (1997)",Comedy,,,,,491, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Gattaca (1997),Drama|Sci-Fi|Thriller,,,,,960, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Starship Troopers (1997),Action|Adventure|Sci-Fi|War,,,,,269, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Good Will Hunting (1997),Drama,,,,,130, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Heat (1995),Action|Crime|Thriller,,,,,141, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Sabrina (1995),Comedy|Romance,,,,,17, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Sense and Sensibility (1995),Drama|Romance,,,,,89, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Leaving Las Vegas (1995),Drama|Romance,,,,,695, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Restoration (1995),Drama,,,,,28, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Bed of Roses (1996),Drama|Romance,,,,,348, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Once Upon a Time... When We Were Colored (1995),Drama,,,,,327, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Up Close and Personal (1996),Drama|Romance,,,,,178, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"River Wild, The (1994)",Action|Thriller,,,,,151, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Time to Kill, A (1996)",Drama,,,,,647, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Emma (1996),Drama|Romance,,,,,600, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Tin Cup (1996),Comedy|Romance,,,,,406, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Secrets & Lies (1996),Drama,,,,,512, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"English Patient, The (1996)",Drama|Romance|War,,,,,289, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Marvin's Room (1996),Drama,,,,,487, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Scream (1996),Horror|Thriller,,,,,60, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Evita (1996),Drama|Musical,,,,,360, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Fierce Creatures (1997),Comedy,,,,,707, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Absolute Power (1997),Mystery|Thriller,,,,,298, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Rosewood (1997),Drama,,,,,420, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Donnie Brasco (1997),Crime|Drama,,,,,427, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Liar Liar (1997),Comedy,,,,,95, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Breakdown (1997),Action|Thriller,,,,,446, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Promesse, La (1996)",Drama,,,,,1416, [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Ulee's Gold (1997),Drama,,,,,969, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Face/Off (1997),Action|Sci-Fi|Thriller,,,,,153, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Hoodlum (1997),Crime|Drama|Film-Noir,,,,,585, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Air Force One (1997),Action|Thriller,,,,,652, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
In & Out (1997),Comedy,,,,,404, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,,,,,1, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Ulee's Gold (1997),Drama,,,,,243, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Fly Away Home (1996),Adventure|Children's,,,,,40, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Ice Storm, The (1997)",Drama,,,,,346, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,,,,,380, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,,,,,104, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
FairyTale: A True Story (1997),Children's|Drama|Fantasy,,,,,671, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Deceiver (1997),Crime,,,,,691, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Rainmaker, The (1997)",Drama,,,,,511, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Wings of the Dove, The (1997)",Drama|Romance|Thriller,,,,,807, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,,,,,681, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Titanic (1997),Action|Drama|Romance,,,,,719, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
3 Ninjas: High Noon At Mega Mountain (1998),Action|Children's,,,,,909, [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Apt Pupil (1998),Drama|Thriller,,,,,325, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
As Good As It Gets (1997),Comedy|Drama,,,,,630, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
In the Name of the Father (1993),Drama,,,,,111, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Schindler's List (1993),Drama|War,,,,,200, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Everyone Says I Love You (1996),Comedy|Musical|Romance,,,,,568, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,,,,,819, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mother (1996),Comedy,,,,,251, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
