title,features,description,price,average_rating,rating_number,itemId,all_reviews_text,metadata_text_count,has_review_text
"Drimmaks Women's Retro Party Cocktail Dress 3/4 Sleeve Asymmetric Neck Stretchy Hi-Low Hem with White Lace Formal Bodycon Dresses (023-Navy 3/4, XL)",[],[],,3.6,28,555622,"Wore this dress for my Goddaughter's christening and received so many compliments! The fabric is a nice soft, stretchy material that is not too thin. The left side is not too low at all, it's an appropriate length. I am 5'5 and 190 pounds and XL fit perfectly with just enough extra material to be comfortable. This dress is definitely going to get a lot of wears from me! [SEP] absolutely beautiful, can't wait to wear it for New Year's Eve party [SEP] Perfecto.... [SEP] The quality and cost of the dress is great. [SEP] very cute dress but not what I expected [SEP] Awkward design [SEP] Awkward design [SEP] Awkward design [SEP] Awkward design",3,True
14k Yellow Gold Round Bezel Stud Earrings with Silicone Back (4 Millimeters) (GO-565),[],[],,4.2,19,136802,"They were so small you couldn't hardly see them.  The picture is deceiving. [SEP] So pretty but once again too small! [SEP] I like that they are small(ish) and the backs are very comfy, if you want to wear them to bed. Very happy with purchase. [SEP] Earring back came off the first day didn’t stay in my two year old ear at all [SEP] Lovely. [SEP] This is my 2nd time I purchase these earrings. The first pair I gave them to a good friend and she loved them. I really liked them and got a pair for myself. [SEP] Perfect gift for a perfect little girl in my life. [SEP] Perfect gift for a perfect little girl in my life. [SEP] Perfect gift for a perfect little girl in my life. [SEP] Perfect gift for a perfect little girl in my life.",3,True
Dearlovers Women Zigzag Print Mesh Splice Racerback 2pcs Tankini Swimsuit Large Size Black,['Pull On closure'],[],,3.1,16,137704,"Good fit, good quality [SEP] I loved the style but it was to small. I bought a larger size but it was still to small. [SEP] not great [SEP] Nice material - I'll shrink into it someday. [SEP] I love this suit! [SEP] wore on vacation. washed and hang to dry. still looks good. [SEP] Well I was pleasantly surprised how well I love this swimsuit. The shorts are a little short for my preference but overall it fit great and was very comfortable. I could move with worrying about something gapping open or moving on me in the water. [SEP] For the price of this bathing suit it fits perfectly and looks great. I'm 5'6&#34; and weight 155lbs. I bought the 12 and it fit perfect. [SEP] Cute, but doesn't really work well as a bathing suit if you intend to go into the water ... the legs are too wide and the top somewhat think and loose. But really cute. [SEP] I really liked this swimsuit. After looking for a well fitted suit, this fits perfectly. The shorts are very short not the right fit, but still managable.",3,True
Orchid Row's Women's Fashionable Everyday Lace Trim Lightweight Travel Scarf Spice,[],[],,4.1,20,6283,"This scarf is pretty. The color is something like a muted paprika. I thought it looked like something a bit fuller than what it actually is, but it is more of a long thin scarf than a square type scarf. The fabric is sort of scratchy and not as smooth as I would like. I will wear this over clothes as an accent piece but not wrapped multiple times around my neck for warmth. It just doesn't feel great on my skin. [SEP] The spice color this lightweight scarf is beautiful. It is a rich red that is universally flattering. The scraf itself is 100% polyester and trimmed with nylon lace. The fabric is soft and sheer. Versatile, it can be used as a scarf, shawl, belf or headcover. It travels well. Although the directions say to hand wash I have successfully laundered in a lingerie bag in cold water on the gentle cycle and line dried. Turned out perfect. The only criticism I have is osf the lace trim. I do not like the raw, unfinsihed edges. I realize that the finge, eyelashlook is popular but to me it looks sloppy and cheapens an otherwise attractive accessory. Not a deal breaker because it is otherwise a lovely scarf. [SEP] I'm very pleased with this scarf. It's lightweight as described and would travel well since it wouldn't take up much room. It's made of polyester and nylon and has lace around the edges. The color I have is an attractive orange-red shade. The size of the scarf makes it versatile since it could be used as a lightweight shawl or as a scarf, which could be tied in a number of way. I'm pleased with the color and the style of this scarf. [SEP] Beautiful Scarf!<br /><br />It has a simple lace detail and easy to dress up or down. Perfect for cooler days. I tried it on under a jean jacket and it looked amazing.<br /><br />It is a bit sheer and there are a number of ways to style and wear this scarf. The color is bright and fun and the look is very feminine. It may not be warm enough for extremely cold days but otherwise, a very nice scarf! [SEP] This is a beautifully made fashion accessory that really draws attention in a classy way.  The color is vibrant and the lace is beautifully constructed.  When first taking it out of the package, it appears to be almost shear.  But as you fold it and actually wrap it around the neck, it has a more substantial look and feel.  It makes a beautiful gift for the woman with sophistication. [SEP] ..the color is wonderful. It's still a little warm for me to put anything around my neck. My granddaughter borrowed for dinner in a nice restaurant and said she used it as a,wrap instead of around her neck but knows it will be lovely to wear with her favorite dress so sounds like she'll have to borrow again. I washed and air dried a couple of times now and it's constructed well, sewing, has held together great. I do love the color! [SEP] To keep my shoulders warm [SEP] What a pretty, lightweight scarf. This will be perfect for fall or spring because of its' weight. I love the color. True to image. Size is as described.The drape is nice in the beginning, but it tends to sort of just &#34;hang&#34; there and needs to be fluffed up so it doesn't look like a narrow, long piece of fabric just hanging there. This is generally why I prefer scarves with more weight/bulk. However, this is a nice addition to my collection. Hand wash, line dry, iron if necessary. I already ironed due to the creases from being folded for shipment. It ironed beautifully. I will not hand wash it, I can tell you that much. I will wash on the delicate cycle, cold water and hang to dry. Hopefully, it will hold up. [SEP] This is a very nice lightweight scarf (the body is a sheer polyester weave and the lace trim is nylon) and it is not bulky at all. I can feel swallowed up by scarves like this that are too stiff and/or bulky. This has a nice lankiness to it.<br /><br />It is long enough to be twisted and knotted in a number of ways. I walked into a store in France once, wearing a scarf like this, looped once around as in the photo. The saleswoman clucked a couple of times before running over and showing me a bunch of different ways to tie and wear these scarves in hopes that I would see the error in my ways. I have not looked back since, so I highly recommend looking up a couple of scarf how-to's on the internet and making the leap from loop-and-droop to everyday French chic!<br /><br />Other notes:<br />— The color is gorgeous - a saturated coral, but &#34;spice&#34; as the manufacturer calls it also works - and wearing it instantly gives my skin a rosy cast.<br />— It is an easy travel piece. I hung mine in the bathroom while showering and the steam eased out any wrinkles it had from being folded in my suitcase.<br />— Hand washable.<br />Bottom line: This is a welcome addition to my wardrobe, especially for travel when I can use to add a big splash of flattering color to the neutral palette I travel with. It's a gorgeous color for any season. [SEP] This is a really nice scarf. It's high quality material, light but durable feeling, and the color is gorgeous. I love pairing this with a black or white shirt and jeans/leggings. It's large, which means you can unfold it and use it as a shawl in a pinch if you're cold. I knocked off one star for two reasons: First, while it's durable enough to hold up to the two trips I've already taken it on, I wouldn't put this in the washing machine. And considering I'm not the cleanest eater and always spill on myself, that's frustrating. It's definitely a hand wash item. Second, it's a little expensive for what it is. But all in all, it's an attractive scarf and I'm glad I have it.",3,True
2.00 Carat Total 925 Sterling Silver Platinum Finish (Screw Post) Backing,[],[],,3.8,107,17965,"Received promptly however the posts were bent on all earrings received [SEP] I received these today , which was really fast and the only reason they got one star :/ when I went to unscrew the back to wear them the post broke ! Leaving them unwearable ! I will return these! [SEP] Post were bent [SEP] Bought 2 extra pairs.  Gave 1 set to my daughter-in-law.  Kept the extra set as a back up. [SEP] Received the earrings and they are wonderful.  Love the backs and love the sparkle.  I would urge anyone to try these [SEP] Beautiful earrings for the price u pay & they look great no matter wat u wear....I loved them so much I bought my daughter a pair [SEP] Hurt your ears after a few hours. :( Great backs though! [SEP] Beautiful. Great replacement for my diamonds. [SEP] They are beautiful, but the post on one of the earrings was slightly bent when I opened it. I don't know if that was something that happened during shipping, or if it is just soft. The post bent back straight super easy, now I worry if it might break at some point. [SEP] Bad quality. The post bends. Very cheap",3,True
GLADDON MODA Shoulder Bags for women Black Grey,[],[],,4.0,14,588,"I am personally not crazy about this bag because it is so large. It fits my 12.9"" iPad with its cover with no problem and has room to spare for wallet, phone, keys, etc.<br /><br />The front is buff colored with two strips of dark brown and a buckle in the middle as decoration. The reverse side has a generous zippered pocket that will fit a small writing pad. The interior is a snap closure with one zippered pocket and two slip pockets on the opposite side.<br /><br />There is a regular carry handle and also a longer shoulder strap. What is interesting is that the shorter carry handle is gray to match the gray strip down the middle of the bag. However, the should strap is buff colored to match the rest of the bag.<br /><br />In addition to the above, the bag also comes with a ""Moda labeled"" clear plastic string-backpack-type ""bag"" shown in the last photo.<br /><br />In summary, this bag is not for me as I do not like its large size, shape, and style.  It is made of faux leather and looks and feels cheap to me in person. The cloth interior feels nice, though and the zippers glide easily. On the positive side, since it is made of PU leather, it is easily cleaned and maintained. It is spacious but I was not looking for something so large. It is functional and useful but, after having seen it, is not my style. However, if someone is looking for a large bag that gives the appearance of leather from a distance, then this might fit the bill. [SEP] This is a really well made pleather handbag.  Great shape, lot's of pockets and stylish.  I'm just not cray about the color.  It's like a dirty gray.  The stripes and the ring help offset the problem I have with the color.  It's the right size without being to big.  I think it's a more casual handbag.  Their are two straps.  The shorts one is wider for a more up close and personal feel or you can use the longer one for a cross body effect or just to wear it as a shoulder bag. [SEP] The size is big but such a nice good looking bag. I love it and the packaging is very nice . [SEP] My wife reports that this bag is a quality product and made of nice materials but its just not her style. [SEP] This bag looks nice (keep in mind it is not made of real leather) and it is quite large. Ideal for carrying tablets, books and other bulky staff. As a mom, I appreciate the value of a bag that can fit all I need in one place. It comes in a neutral beige color with some grey and black details. The metals are golden and it a longer strap is included. It is a practical bag for everyday use. [SEP] This Gladdon Moda Shoulder Bag is a nice contemporary bag that has enough room to carry everything you need. It's a bit larger than most of the bags that I carry, but I have two daughters and a granddaughter who will love it. It is made of PU leather [fake leather] that is easily cleaned. There is an outside pocket where you can put your cell phone or anything else that you need to get to quickly. It comes with a clear duffle type backpack, too. Although this isn't my favorite bag, it is a nice bag that will work for anyone who likes larger bags. [SEP] Beautiful bag very stylish a bigger size tote it came with a longer strap which confuses me as the shorter one does not come off.  However I like the shorter one so I’m totally ok with that I would recommend as it is a very nice purse . I’m giving it only 4 stars due to the strap issue [SEP] Got this for the wife thinking it would be just what she'd like, and she does, but she prefers smaller handbags, as this one is a bit larger than I thought it was. Plenty of storage pockets, a great leather feel, a zippered side pocket, and a sturdy strap. I'll go ahead and give it to my daughter, as she like these larger bags, and the style and color (a darker tan), goes with just about everything, and the way it's made, it should last a long time. I don't think it's too big, but what do I know about fashion other than 'thinking' this is a nice gift...and it IS. I like the feel of it, and if they made a toolbag out of this stuff, I'd be using it.",3,True
"Military Army Trainmen Paisley Bandanas (Orange - 27"")",[],[],,3.6,12,95855,"Ok [SEP] It's a big orange bandana. Get it for the contruction worker in your life so that he (or she, I'm not biased) doesn't HAVE to wear that stupid hi-vis gilligan hat.<br /><br />Until he (or she, still not biased) comes home with a second-degree sunburn and remembers that construction workers wear these over their mouth and nose to deal with dust, and still loves that it's the right color orange. [SEP] Too thin. Too small. Faded after the first wash. Thumbs down [SEP] Shipped quickly.  Fits like it should. [SEP] Cool bandana. Fits my big head. [SEP] Cool bandana. Fits my big head. [SEP] Cool bandana. Fits my big head. [SEP] Cool bandana. Fits my big head. [SEP] Bought in orange and gray. They are a bit harsh but after 2 machine washes, they softened. No discoloration whatsoever and the designes and stitching had no flaws. Grat for gead wrap or ground or small table cloth. Will purchase other 2 same color but smaller size to use as handkershiff. I did not expected much but was pleasantly surprised. [SEP] Pretty basic.. It was as expected. I've washed a couple times and it has held up yet still softened slightly. I use this when riding the motorcycle. It fits on my head well.",3,True
C-ZOFEK Coraline Necklace Button Key Dragonfly Hair Clip for Other Mother Halloween Cosplay Prop,"[""Package Listing: Coraline necklace and hair clip for choice, you'll get what you choose."", 'Color and material: The black button key necklace and dragon hair clip are mainly made of alloy, while the green pendant is made of resin, all of them are perfect for Coraline cosplay.', 'Dimensions: You can check the size from left pictures, please allow 2-3 mm mistake since these were measured by hand.', 'Occasions: Goth cosplay black key necklace and sparkling dragonfly accessories for cons, Halloween, cosplay party, outdoor activities, etc.', ""As a gift: Match with witchy outfit, dress, night's costume or as a gift to friend.""]",[],9.99,4.5,1164,77255,The key faded after a week of having it [SEP] The product looked ok but it has only been a couple weeks and it has broken. It’s not expensive but you would think it would last longer than a couple weeks. [SEP] It’s really cute and good amazing for cosplay [SEP] Big fan of Coraline. Love the key [SEP] This necklace is perfect for any Coraline fan. My daughter was really excited when I gave it to her. She said it was a special key that could open any door.. lol [SEP] Very cute replica to complete my costume. Came earlier than expected and no issues or damages. I love it! I'm so excited! Thank you! [SEP] this is so cute and feels pretty nice in terms of quality [SEP] Daughter loved it! [SEP] Love this! Purchased for a game but it would go so well with a costume. It’s a smaller necklace. It doesn’t look fake or cheaply made either. Very happy with the purchase! [SEP] A,3,True
"Simplee Apparel Women's Straps Sleeveless Bodycon Mini Velvet Lace Dress Evening Party Grey, 4-6",['Zipper closure'],[],,3.3,10,215811,"Love!!! Fits perfect. [SEP] I absolutely love this dress, looks just like the picture, but actual product is slightly darker in color. Nice quality, fit is great, I'm very happy with Simplee Apparel will order from them again! My measurements and height are 5'9' 34Cbust 36waist 36-37Hips. [SEP] I absolutely love this dress, looks just like the picture, but actual product is slightly darker in color. Nice quality, fit is great, I'm very happy with Simplee Apparel will order from them again! My measurements and height are 5'9' 34Cbust 36waist 36-37Hips. [SEP] I absolutely love this dress, looks just like the picture, but actual product is slightly darker in color. Nice quality, fit is great, I'm very happy with Simplee Apparel will order from them again! My measurements and height are 5'9' 34Cbust 36waist 36-37Hips. [SEP] I absolutely love this dress, looks just like the picture, but actual product is slightly darker in color. Nice quality, fit is great, I'm very happy with Simplee Apparel will order from them again! My measurements and height are 5'9' 34Cbust 36waist 36-37Hips. [SEP] This dress is made of a soft velvet-y material that conforms to your body PERFECTLY. I'm 5 ft 1 with a curvy figure and this dress flaunts it all; I love how my body looks in this sleeveless dress. I wasn't expecting it to arrive until February but received it just a few days ago (currently December) all the way from China. Fast shipping without paying extra is always a plus.Though the skirt is a good length, the straps are large, making the top too low and move over to the side. Unfortunately, the rest of the dress follows if I don't catch it quick enough. It's also darker than pictured -- looks almost black to me. The price, style, and softy feely goodness is well worth the small set backs! Pleased with this purchase :)",3,True
ALLORO Men's Day and Date Quartz Analog Wrist Watch with Brown Leather Strap,"['Movement: Quartz,Display: Analog,Clasp type:Buckle, Band Color: Brown, Strap Material: Patent Leather', 'STYLISH CASUAL DESIGN: Special analog dress watch casual design, perfect classic leather watches for men, simple face easy to read', 'DURABLE STYLISH COMFORT: Stainless steel case cover, soft tan leather watch band strap provide comfortable wearing experience', 'GREAT GIFT WATCH CHOICE: Perfect for all kind of business, casual, indoor activities or daily use. and nice package allows it to be a nice gift for father, brothers, husband, boyfriend, friends']","['Movement: Quartz,Display: Analog,Clasp type:Buckle, Band Color: Brown, Strap Material: Patent Leather STYLISH CASUAL DESIGN: Special analog dress watch casual design, perfect classic leather watches for men, simple face easy to read DURABLE STYLISH COMFORT: Stainless steel case cover, soft tan leather watch band strap provide comfortable wearing experience GREAT GIFT WATCH CHOICE: Perfect for all kind of business, casual, indoor activities or daily use. and nice package allows it to be a nice gift for father, brothers, husband, boyfriend, friends']",,4.0,9,6988,"This is a nice, affordable watch; very basic with no frills or anything fancy. My husband says he wishes the watch face was just a little easier to read. Since it doesn’t have numbers, those thin little boxes can blur together at first glance. It comes in a nice box, on a mini, puffy pillow, making it an easy item to gift. I’d recommend this watch if you want something very basic, functional, and inexpensive. [SEP] This old fashion watch has an old-school charm to it that’s great for the older gentleman, or for folks that like vintage style. Featuring the weekday, date, and time, it is also functional. Attractive case, nice band, and a simple, clean face. [SEP] This is a basic watch . Nothing fancy . It’s an analog watch . Cheap materiel . [SEP] I have to say, there isn't a lot to this watch, there's no bells, no whistles, no smart connection to your phone.... instead you have a watch of classic simple elegance that pairs well with casual or evening attire.  It defines class. [SEP] The watch came packaged poorly - and the box was broken, which was an initial disappointment. Overall this is a very basic watch.  Cheap materials, vinyl band. It is very readable, and would be ideal for someone with poorer eyesight. The design is clean and simple. [SEP] The Alloro Men's Day and Date Quartz Analog Wrist Watch is a decent men's watch for someone who is looking for a mid-level work/casual watch.  Although its about 1/2"" thick, it is not heavy (which tells me the quartz face is pretty thin.  The packaging states that it was made in India.<br /><br />The watch displays Hour/Minute/Second, the date, and the day (with Sunday in red).  The windings of the watch are loose as the hour/minute hand swing very quickly when adjusted.  Does not give you a sense of high quality (as several of my other watches do).  The face is a nice white color so it is easy to read the time and the numbers are black roman numerals.  The Date & Day are also large enough for me to read without being either TOO large or make me wish I had my reading glasses on.<br /><br />The back of the watch is stainless steel so it is theoretically scratch resistant.  Its also has ""A Quality Watch"" printed on the back which if you have to say it implies that its not.  The band is some type of leather and I'm not a fan.  Its thin and short (and I have narrow wrists) and the adjustable strap doesn't stay on the end of the band (its too wide) so I'm constantly fiddling with the watch.  Will end up buying a new band sometime.<br /><br />At this time, the Alloro Men's Day and Date Quartz Analog Wrist Watch is not priced, but because of the quality level I would assume its in the $20-25 range.  If its priced higher than that, I will lower my review because it isn't worth that much.  It isn't a WalMart special $15 watch, but its not a $40-$50 mid-level watch either.",3,True
"esstive Women's Slub Fabric Basic Casual Lightweight Camouflage T-Shirts, Light Olive, Medium","['100% Cotton', 'Pull On closure', 'Machine Wash']",[],,4.2,11,366,"Nice basic tee. I wish the sleeves were a bit longer. It’s soft and has a bit of stretch. I normally wear a small or medium and felt the medium fit perfectly, the small would have been too snug. Great for lounging or for everyday wear. [SEP] The camouflage shirt is as pictured with the faded army green, grey, and black colors. The shorts are not included in the order. I had to read the description carefully to figure that one out. The shirt is pretty thin and light weight. The material is just ok. It’s not as soft as I had imagined. [SEP] The fabric is a little bit thick, it is not my favorite kind which is super thin and soft. But it is still comfortable and I like the pattern. Take one star off cause I think it is overpriced [SEP] This shirt is smaller than I'm used to in a size medium(I'm 5'4, 135 lb, small busted), I usually get a medium to have some room but this is snug. I'd definitely size up for a relaxed fit t-shirt. It also doesn't have any give to it. It isn't as expected with the description of an ""ultra soft fleece lightweight"" shirt. It's not soft, not stretchy and not fleece like in any way. It reminds me of an H&M t-shirt in the cut, definitely a slim fit. Overall I was disappointed.. I like the muted color camo but that's the only positive. [SEP] I love this camo tee so much! I am about 125lbs and 5'5"". I ordered this in a size medium and it fits perfectly. The material is light but not see through. The shirt is very comfortable to wear. I like the more distressed, light camo print on this tee. I like this because I can pair it with a button up, sweater, cardigan, jean jacket, etc. Such a versatile tee! [SEP] Great fit, looks awesome on! 10/10",3,True
"Hugitout Women's 14K Gold Plated Layered Moon Pendant Necklace,Cubic Zirconia Double Chain Choker Necklace,Multilayer Necklace Dainty Personalized Jewelry with Gift Box and Greeting Cards",[],[],,3.5,26,7430,"This is a beautiful necklace that features 3 strands two with stars and the longest has a crescent moon. They tier down your neck it is a really dainty necklace. Its 14K Gold Plated and Cubic Zirconia for the moon and stars.  My only issues were it was more like a choker on me so then the tiers going down just looked ridiculous. I am going to need an extender. [SEP] This is a pretty necklace. It doesn't have the highest quality look or feel to it, but it's not bad either. The chain has a shiny look to it and the moon/stars have a bit of sparkle to them, too. I do think I would have liked it better a little longer, but it's a nice in between length. The shorter part isn't a choker. It's not *that* short, but it's closer to my neck. It's a nice casual option for certain necklines. It comes with a gift box, bag, cleaning cloth, and a little card. I do think it'd make a nice gift for younger ladies(maybe teen/tween). [SEP] This is pretty.  I’m giving it to my niece for her birthday.  Hopefully she’ll like the look and the dangling charm. [SEP] I love moons and stars! This necklace is very light weight and dainty. I love how it looks in person.  It's very pretty and sparkly. It has a choker style latch and it fit my neck perfectly with a couple loops to spare.<br />The only things I didn't like is that this style of necklace tangles up really easily. The chains do get twisted up on my neck.  I also feel like I have to adjust the moon because it keeps flipping around.<br />It comes in a nice giftable box. [SEP] The packaging gets the highest marks. It comes in a nice box inside of a pink velvet bag. It's ready for gifting right out of the package. The necklace itself looks nice and it sits at a good length. The only issue I have is that the product description is right on; the necklace is ""Dainty"". I'm not referring to the size of the charm, because that's actually a perfect size. The necklace feels like it's one small tug away from breaking. It doesn't feel cheap, but it does feel like it's kind of delicate. [SEP] The packaging is pretty--a drawstring pink cloth bag with a white box inside. The delicate moon seemed like a good idea, but it just didn't work for me. I had trouble figuring out the double layers and difficulty using the clasp to put it on. The extender is a good idea, but didn't really help.  It was much shorter than I expected--the chain with the moon began above my collar bone. I had so much trouble taking it off that I finally just pulled on it and, of course, the delicate chain broke.  Others seem to have better luck, but this just didn't work for me. [SEP] This is a great piece for either layering or wearing on its own. It's well-made and has a dainty, delicate design. I am impressed by the quality of this. It was a lot nicer than I was expecting. [SEP] Very pretty and dainty necklace. Love the star and the moon. I felt the charms could have been slightly bigger and would have created a much more eye catching elegant appearance. But still enjoy it for how it looks around my neck with a vneck or low cut top on. [SEP] Pros: The necklace is really shiny and pretty. It hangs nicely when you first put it on. The jewels are petite and expensive looking<br />Cons: The chain tangles up almost instantly. It might be good for a dinner night, but if you are going out and moving around the multiple chains wrap up into each other and it looks bad [SEP] This necklace is so pretty! I love how small and cute it is. The gold is really shiny so it stands out a lot but I think it's the perfect amount of shine to brighten up an outfit. Like any necklace that's stacked, it does tangle but that's a given. The necklace is very comfortable and doesn't pinch the skin! I've gotten so many compliments since I started wearing it. This would honestly be a great gift for even a kid since the choker is adjustable.",3,True
Best Wing Jewelry .925 Sterling Silver Wizard Hat Charm Bead,[],[],,4.8,7,612169,Great product! [SEP] Great product! [SEP] Great product! [SEP] Great product!,3,True
KISSMEE FOR LADIES Easy Care Women's Floral Print Yoryu Smock Capelet Sleeve Mini Dress Forest Green,"['Material: 100% Polyester yoryu chiffon.', 'Features: Smocked back, Flutter sleeve, Pullover.', 'Care and Cleaning: Machine wash & Tumble dry', 'Style: V-neck dress with short sleeve, Breezy movement, Green floral dress is easy to coordinate with your existing accessories, Elegant chic style dresses will become a quick favorite in your wardrobe.', 'Improted']",[],,4.2,15,2546,"This is a cute dress. I liked it. I thought it was flattering. I thought the fit was pretty good. I thought that it was unique and looked good.<br /><br />The dress was relatively comfortable. The fit was okay. It wasn't too hot, which for me is important since we live in Florida.<br /><br />It wasn't too hard to clean. I thought it seemed trendy. It felt durable and the fabric was relatively soft. It would work in a wide variety of settings.<br /><br />It was as described and I would recommend it. [SEP] This dress is very light and summery.  The material is see-through, but it has a green slip. It has an interesting design, the way it's cut, but the collar is little bit too low where sometimes, if you're wearing a bra, the straps peek through (which I'm not fond of). The length works for me since I'm only five feet tall; therefore, it's not too short. As far as the size, I really can't say if it's true to size since I was sent the wrong size. [SEP] My daughter dislikes the fit.  It is too large.  She dislikes the style and length.  She dislikes the print. too busy.  I guess its not for her [SEP] Very nice dress, better in person than in picture.<br />I like the style, romantic and feminine at the same time.<br />The material is pretty good quality, lightweight but not flimsy, perfect for the summer.<br />Runs right, I am  a size 12 and It fits perfectly and is comfortable too<br />Very pleased of it",3,True
NIMIN High Waisted Corduroy Pants for Women Loose Straight Leg Vintage Pants Fall Clothes 2022,['Machine Wash'],[],,3.7,65,32391,"These are so cute and I'm short (5'1) so they fit me like regular jogger pants. I ordered my regular size (large) and they fit great.  I think I can make these work for my business casual job because they look really good with dress shoes and a nice top.<br />The belt is removable and you don't have to use it. The fabric feels like a t-shirt and it doesn't look see-through. [SEP] Great price but runs small [SEP] These stretchy casual pants are perfect for lazy weekends lounging around the house. I was worried they would look weird or fit oddly, but they actually look pretty good and I would feel comfortable wearing them out in public. They are true to size, not see through, and overall really comfortable! I wish I would have had them while on maternity leave last year! Highly recommended! [SEP] These NIMIN high waist cropped lounge jogger sweatpants are okay. It isn’t really something I care for much.<br /><br />For reference, I have 5’6”, about 145 lbs right now, wear size 6-8 pants and ordered a size large which is comfortable.<br /><br />-Black medium thickness fabric (towards the thinner side)<br />-Fabric is pretty soft and also stretchy<br />-Comfortable fit-somewhat form fitting around my bottom, but not completely skin tight, relaxed semi-loose fit elsewhere.<br />-The cuffs comes down a bit below mid-calf for me. They don’t appear to be very fitted unless I slide them up a bit.<br />-High waisted with elastic band at waist<br />-Fabric tie that goes through belt loops around your waist<br />-Fabric doesn’t seem that high quality. It feels like something I would only wear around the house, yet the tie suggests to me that it is meant to be worn out.<br />-I have only worn around the house to test without even washing yet, and the fabric has already started pilling a little bit. It isn’t excessive yet, but I have another pair of pants with similar fabric from this same brand and it pilled so excessively<br /><br />Overall, I like these for comfy pants to wear around the house, but I wouldn’t wear them out. They seem like lounge pants only. The tie around the waist and belt loops is unnecessary to me. I think the company should rethink this fabric due to the pilling that I have experienced with another pair of their pants and now these. This fabric just doesn’t look like something to wear out.<br /><br />These also aren’t my favorite lounge pants by them. I have two other jogger style lounge pants by this brand that I really like. They both use a similar fabric that is so soft and different form this fabric. Interestingly enough, those pants are both smalls and one is very fitted but completely comfortable and the other feels slightly tight around the waist band.<br /><br />Overall, I don’t hate these pants, but I don’t love them either. I will continue to wear them around the house as they are comfortble. They don’t look bad, but not good enough to wear out of the house opinion.<br /><br />I hope my review was helpful in some way, and if so, I would love to know- thanks!!!! [SEP] I don’t like the fabric or the fit at all. Waste of money [SEP] NIMIN Women's Stretch Capri Pants Elastic High Waist Cropped Casual Pants Lounge Jogger Sweatpants<br />Size Large<br />I'm 5'6"" and 130 lbs. I normally wear a medium but I like my sweats on the larger side! These fit perfect! Two side pockets!<br /><br />Love these new capri sweatpants. The material is really more of a knit material. The cut is perfect - nothing is too tight or too loose in any area! I will definitely get a lot of use out of these! The ankles are non-binding and the belt really adds style to the pants! Highly recommend! 5 Stars! Hope you found this review helpful! 5 Stars! [SEP] This joggers are perferct home office pal. I am marvelous of how comfortable the fabric is.They look good and elegant and they are very confortable. The belt is a nice touch to mix with different styles. The delivery was right on time.",3,True
Kuulee Mixed Stainless Steel Body Piercing Jewelry Tongue lip Eyebrow Nose Stud Belly Ring 85pcs/Set,[],[],,4.3,557,20456,"So many different pieces of jewelry. Love the selection. [SEP] At this price point, this is a great lot. Have yet to run across any broken or misaligned threads. Comfortable in very old and newer piercings. NO nose jewellery, tons of variety for ear [SEP] Remember when buying inexpensive jewelry in bulk that not all will work properly but only lost about 4 so not bad at all.  These are stainless steel & not surgical steel so may contain nickel. [SEP] I may never actually wear all of these but I love them. Tip, soak in rubbing alcohol or whatever you prefer to use to sterilize  your body jewelry in before using. [SEP] Some of them don’t unscrew and I can only use a handful of them [SEP] Not that good [SEP] Arrived fast lots of variety [SEP] Boyfriend has 2 lip piercings. Lost all his old hoops. He couldn't remember if he is 14 or 16. Looking like 16. Nice to have a lot, although he probably won't use them all. Seem like good quality. Great price! [SEP] tons for price [SEP] Exactly as expected",3,True
Cultural Exchange Combat Engineer Tonal Pigment Washed Cotton Mens Cap [Black - Adjustable],"['100% Cotton', 'Hand Wash Only']",[],,4.6,24,683290,"Very nice hat well made and great fabric [SEP] Very nice ,100 % cotten . I like it. 👍 [SEP] This is a great hat fits well and looks great. [SEP] Great hat! Was for my dad and he loves it [SEP] Just what I wanted. [SEP] Just what I wanted. [SEP] Just what I wanted. [SEP] Just what I wanted.",3,True
